student_id,student_age,student_level,student_suburb,signup_date,tutor_id,tutor_experience_years,tutor_rating,tutor_suburb,tutor_subject_specialty,tutor_hourly_rate,session_id,subject,session_date,session_duration_hours,session_mode,session_price,booking_lead_time_days,session_status,student_rating_given,repeat_student,discount_applied
S1810,25,University,North Sydney,2024-09-05,T513,2,3.2,Marrickville,Chemistry,60.7,SESS1440,Chemistry,2025-07-06,1.5,Online,87.92,7,Cancelled,5.0,No,30
S1789,33,Adult Learner,Bondi Junction,2023-02-25,T555,8,3.7,Sydney CBD,English,45.56,SESS1441,English,2023-03-09,1.5,Online,77.09,6,Completed,5.0,No,5
S2205,23,University,Lane Cove,2025-05-12,T595,4,4.4,Darlinghurst,English,39.85,SESS1442,English,2025-06-22,2.0,In-person,81.42,1,Cancelled,3.0,Yes,0
S1456,19,University,Parramatta,2022-10-17,T528,0,3.6,Lane Cove,Coding,60.11,SESS1443,Coding,2023-01-17,3.0,Online,170.13,5,Completed,,No,15
S1873,21,University,Mosman,2024-01-08,T506,4,3.8,Kogarah,Coding,64.09,SESS1444,Coding,2024-11-17,2.5,Online,167.06,6,Completed,4.0,No,0
S1611,54,Adult Learner,Penrith,2024-05-04,T538,4,4.7,Manly,Coding,70.4,SESS1445,Coding,2024-06-11,1.5,Online,113.24,12,Cancelled,4.0,Yes,0
S2542,59,Adult Learner,Fairfield,2024-04-12,T448,3,3.6,Surry Hills,English,38.86,SESS1446,English,2024-08-06,2.0,Online,81.47,9,Cancelled,5.0,No,20
S1299,9,Primary,Dee Why,2025-05-14,T429,7,3.4,Castle Hill,English,54.42,SESS1447,English,2025-09-03,2.5,In-person,123.54,9,Completed,5.0,No,0
S1204,16,High School,Sydney CBD,2025-04-25,T455,3,4.7,Parramatta,Business,54.34,SESS1448,Business,2025-07-01,2.5,In-person,143.81,0,Completed,,Yes,10
S2841,28,Adult Learner,Bondi,2024-08-08,T731,0,4.0,Kingsford,Coding,55.01,SESS1449,Coding,2025-01-28,2.0,Online,100.37,7,Cancelled,,No,0
S1500,8,Primary,Epping,2025-01-18,T210,5,5.0,Paddington,English,58.33,SESS1450,English,2025-02-20,1.5,In-person,87.92,2,Completed,5.0,Yes,25
S1218,55,Adult Learner,Sydney CBD,2024-04-03,T339,5,4.5,Bondi Junction,English,43.29,SESS1451,English,2024-12-30,2.0,In-person,87.42,11,Completed,,Yes,0
S2973,41,Adult Learner,Rose Bay,2024-02-16,T202,6,4.0,Bondi,Business,66.61,SESS1452,Business,2024-03-23,2.5,In-person,166.04,4,Completed,5.0,No,25
S1812,20,University,Blacktown,2025-01-04,T597,1,4.3,Auburn,Business,66.56,SESS1453,Business,2025-01-29,2.5,Online,176.08,14,Completed,5.0,Yes,0
S1068,18,High School,Epping,2023-03-31,T454,5,4.5,Manly,Math,55.01,SESS1454,Math,2024-03-01,2.0,In-person,118.6,1,Completed,2.0,Yes,0
S2600,59,Adult Learner,Parramatta,2023-10-06,T753,1,5.0,St Leonards,Coding,60.62,SESS1455,Coding,2024-10-04,3.0,Online,175.75,11,Cancelled,3.0,Yes,0
S1313,47,Adult Learner,Wollstonecraft,2022-09-15,T291,3,3.6,Granville,Physics,66.46,SESS1456,Physics,2023-05-12,1.5,Online,99.58,4,Completed,,No,10
S1317,40,Adult Learner,Hornsby,2023-02-14,T433,4,4.6,Lane Cove,Business,67.81,SESS1457,Business,2023-11-28,1.0,In-person,71.02,9,Cancelled,5.0,Yes,0
S2494,18,High School,Bondi,2024-04-18,T363,3,4.2,Baulkham Hills,Business,64.85,SESS1458,Business,2024-04-23,2.5,Online,157.85,2,Completed,4.0,Yes,5
S1470,20,University,Bondi,2022-09-30,T222,6,4.7,Leichhardt,Chemistry,53.11,SESS1459,Chemistry,2023-09-09,0.5,In-person,27.5,14,Completed,4.0,No,30
S1290,45,Adult Learner,Ashfield,2023-01-28,T689,7,4.7,Kogarah,English,57.04,SESS1460,English,2023-04-27,3.0,Online,182.7,4,Completed,5.0,Yes,0
S2504,41,Adult Learner,Baulkham Hills,2023-11-01,T795,9,4.4,Granville,English,53.16,SESS1461,English,2024-03-19,0.5,In-person,27.74,11,Cancelled,5.0,Yes,0
S1139,57,Adult Learner,Castle Hill,2023-09-07,T795,4,4.5,Blacktown,Math,47.82,SESS1462,Math,2023-11-30,3.0,In-person,137.33,10,Completed,5.0,No,30
S2876,48,Adult Learner,Darlinghurst,2024-10-08,T465,5,5.0,Bondi Junction,Coding,61.87,SESS1463,Coding,2025-09-02,0.5,Online,30.07,10,Completed,4.0,Yes,30
S2895,9,Primary,Auburn,2025-04-03,T470,8,4.5,Kingsford,English,52.55,SESS1464,English,2025-06-21,2.5,Online,123.97,12,Completed,3.0,Yes,0
S1368,26,Adult Learner,Ashfield,2024-08-10,T359,5,3.6,Redfern,Coding,67.34,SESS1465,Coding,2025-02-28,1.5,Online,103.54,12,Completed,3.0,No,0
S2939,37,Adult Learner,Liverpool,2023-11-26,T453,9,4.9,Strathfield,Physics,60.14,SESS1466,Physics,2024-01-17,0.5,Online,28.67,2,Completed,2.0,Yes,0
S1482,50,Adult Learner,North Sydney,2025-06-23,T554,2,4.7,Darlinghurst,Math,41.93,SESS1467,Math,2025-07-19,0.5,Online,21.45,13,Cancelled,2.0,Yes,0
S2225,28,Adult Learner,Sydney CBD,2024-09-26,T354,7,4.0,Darlinghurst,Chemistry,64.06,SESS1468,Chemistry,2024-12-27,3.0,In-person,191.29,9,Completed,3.0,No,0
S1208,17,High School,Sydney CBD,2024-01-29,T376,1,4.8,Granville,Business,58.99,SESS1469,Business,2024-06-05,3.0,Online,186.26,3,Completed,,Yes,0
S1295,30,Adult Learner,Burwood,2024-11-15,T315,5,4.4,Double Bay,English,36.37,SESS1470,English,2025-02-22,1.5,Online,53.82,14,Completed,4.0,No,0
S2999,24,University,Epping,2025-01-31,T496,10,4.6,Blacktown,Physics,77.68,SESS1471,Physics,2025-10-19,2.5,Online,200.0,9,Completed,3.0,Yes,5
S2761,45,Adult Learner,Bondi Junction,2024-06-27,T583,5,4.4,Castle Hill,Coding,65.3,SESS1472,Coding,2024-10-03,0.5,In-person,32.02,12,Completed,4.0,No,0
S1874,16,High School,Rose Bay,2023-12-06,T414,9,3.3,Ultimo,Chemistry,74.03,SESS1473,Chemistry,2024-04-22,2.0,Online,141.12,2,Completed,3.0,No,0
S1327,42,Adult Learner,Chatswood,2024-03-13,T567,8,4.7,Leichhardt,Math,62.27,SESS1474,Math,2024-12-16,2.0,Online,129.53,1,Completed,5.0,Yes,0
S1309,13,High School,Blacktown,2024-05-03,T492,6,4.2,Leichhardt,Math,53.71,SESS1475,Math,2024-10-12,1.0,Online,57.05,12,Completed,3.0,Yes,25
S2322,17,High School,Paddington,2022-08-20,T618,3,4.1,Manly,Physics,45.48,SESS1476,Physics,2023-03-29,1.0,In-person,45.79,6,Completed,2.0,No,25
S1198,19,University,Granville,2022-11-11,T399,5,4.7,Auburn,Coding,67.62,SESS1477,Coding,2023-03-31,0.5,Online,36.65,9,Completed,3.0,No,30
S1362,12,Primary,Rose Bay,2023-12-11,T355,8,4.6,Hurstville,Coding,67.42,SESS1478,Coding,2024-08-29,1.5,In-person,114.84,10,Cancelled,,Yes,15
S2097,31,Adult Learner,Epping,2022-11-14,T711,4,3.9,Parramatta,Math,40.96,SESS1479,Math,2023-08-13,2.5,In-person,101.27,5,Completed,4.0,No,0
S2536,59,Adult Learner,Paddington,2023-03-13,T336,5,4.2,Parramatta,Math,53.17,SESS1480,Math,2023-12-30,2.0,Online,104.28,14,Completed,2.0,Yes,0
S2703,39,Adult Learner,Hurstville,2024-10-19,T521,4,3.1,Dee Why,Chemistry,59.77,SESS1481,Chemistry,2025-03-28,1.5,Online,85.27,12,Completed,4.0,No,0
S1606,13,High School,Ashfield,2023-02-24,T384,8,3.8,Marrickville,Coding,81.31,SESS1482,Coding,2023-06-03,1.0,In-person,79.55,2,Completed,5.0,No,5
S2089,56,Adult Learner,Double Bay,2023-07-02,T422,3,3.9,Manly,Coding,69.44,SESS1483,Coding,2023-08-18,2.5,In-person,169.82,7,Cancelled,3.0,No,0
S2204,42,Adult Learner,Bondi Junction,2023-12-17,T484,3,4.3,Randwick,Chemistry,62.71,SESS1484,Chemistry,2024-02-12,2.5,Online,141.61,11,Completed,,No,0
S2510,51,Adult Learner,Parramatta,2023-02-23,T372,5,4.6,Parramatta,Physics,60.97,SESS1485,Physics,2023-11-27,1.0,Online,64.96,5,Completed,4.0,No,25
S1668,23,University,Liverpool,2022-07-06,T383,4,4.6,Baulkham Hills,Business,63.5,SESS1486,Business,2023-01-04,2.5,Online,155.65,8,Completed,5.0,No,0
S1122,31,Adult Learner,Campbelltown,2025-02-07,T661,3,4.0,Marrickville,Math,43.36,SESS1487,Math,2025-06-12,2.0,Online,92.59,13,Completed,1.0,No,0
S2806,45,Adult Learner,Darlinghurst,2023-07-11,T713,6,4.3,Double Bay,Coding,63.6,SESS1488,Coding,2024-03-15,1.0,In-person,64.58,6,Cancelled,,Yes,25
S1362,35,Adult Learner,Sydney CBD,2022-11-24,T607,6,4.6,Marrickville,Chemistry,48.74,SESS1489,Chemistry,2023-01-02,0.5,Online,26.03,3,Completed,3.0,Yes,0
S1203,60,Adult Learner,Kogarah,2024-09-28,T753,7,4.7,Auburn,Physics,59.62,SESS1490,Physics,2025-08-02,1.0,Online,61.59,11,Cancelled,4.0,Yes,0
S1831,37,Adult Learner,Auburn,2024-04-05,T693,0,4.9,Maroubra,Math,36.12,SESS1491,Math,2025-01-28,3.0,In-person,103.73,2,Completed,4.0,Yes,25
S1506,45,Adult Learner,Sydney CBD,2023-01-04,T276,5,4.3,Ultimo,Physics,62.74,SESS1492,Physics,2023-08-28,2.0,Online,117.08,14,Completed,,No,0
S2108,28,Adult Learner,Wollstonecraft,2022-11-10,T506,2,4.2,Hurstville,Coding,73.49,SESS1493,Coding,2023-11-05,0.5,Online,36.54,6,Completed,5.0,No,0
S2252,42,Adult Learner,Paddington,2023-11-11,T562,5,4.1,Penrith,English,43.77,SESS1494,English,2024-09-22,1.0,In-person,43.4,8,Completed,5.0,Yes,0
S2374,46,Adult Learner,Marrickville,2022-07-03,T645,9,4.5,Wollstonecraft,Coding,83.94,SESS1495,Coding,2023-02-16,1.0,In-person,79.89,4,Completed,,No,0
S1128,42,Adult Learner,Leichhardt,2025-02-17,T648,3,3.9,Granville,Math,47.57,SESS1496,Math,2025-07-25,0.5,In-person,23.36,10,Completed,5.0,No,0
S1830,10,Primary,Rose Bay,2024-07-15,T482,2,4.3,Strathfield,Coding,67.43,SESS1497,Coding,2024-09-11,2.5,In-person,151.17,6,Completed,5.0,Yes,0
S1422,52,Adult Learner,Dee Why,2023-10-27,T608,4,3.3,Hornsby,Math,48.79,SESS1498,Math,2024-08-22,2.0,Online,97.74,8,Completed,4.0,No,20
S2357,57,Adult Learner,Mascot,2023-08-14,T727,7,4.7,Parramatta,English,50.49,SESS1499,English,2023-08-31,1.0,Online,51.63,2,Completed,4.0,Yes,0
S1037,17,High School,Penrith,2024-03-28,T757,10,3.6,Surry Hills,English,55.7,SESS1500,English,2024-03-29,0.5,Online,27.94,8,Cancelled,5.0,No,25
S1675,25,University,Wollstonecraft,2025-04-15,T694,2,3.4,Hornsby,Chemistry,54.78,SESS1501,Chemistry,2025-08-28,2.5,In-person,138.88,13,Cancelled,5.0,No,0
S2772,6,Primary,Sydney CBD,2023-04-06,T442,1,4.9,Wollstonecraft,Coding,73.84,SESS1502,Coding,2023-04-07,0.5,Online,36.22,3,Completed,3.0,Yes,0
S2212,47,Adult Learner,Bondi,2023-09-02,T564,3,4.3,North Sydney,Physics,58.82,SESS1503,Physics,2024-06-18,0.5,In-person,28.54,3,Cancelled,5.0,No,0
S1884,42,Adult Learner,Blacktown,2022-12-02,T659,1,3.4,Fairfield,Business,62.53,SESS1504,Business,2023-08-31,0.5,Online,27.71,7,Completed,4.0,No,0
S1231,33,Adult Learner,Bankstown,2024-02-08,T408,14,4.3,Mosman,Math,62.4,SESS1505,Math,2024-07-09,1.0,In-person,62.22,4,Cancelled,4.0,No,0
S1991,48,Adult Learner,Strathfield,2024-11-12,T480,5,4.6,Marrickville,Chemistry,54.8,SESS1506,Chemistry,2025-02-05,2.0,In-person,118.85,4,Cancelled,4.0,No,10
S2251,36,Adult Learner,Sydney CBD,2023-11-03,T646,7,4.0,Marrickville,Coding,80.43,SESS1507,Coding,2024-01-06,1.0,In-person,79.4,9,Completed,4.0,No,0
S1900,22,University,Kogarah,2023-08-28,T230,2,3.8,Fairfield,Business,62.44,SESS1508,Business,2024-08-13,1.5,In-person,91.58,12,Completed,3.0,No,0
S1349,60,Adult Learner,Paddington,2022-05-07,T298,3,4.6,Auburn,Chemistry,52.85,SESS1509,Chemistry,2023-01-13,1.5,Online,78.81,13,Completed,,Yes,0
S1340,6,Primary,Castle Hill,2023-06-02,T257,5,3.3,Ashfield,Math,42.64,SESS1510,Math,2023-07-07,1.0,Online,43.36,14,Completed,3.0,No,0
S2297,37,Adult Learner,Chatswood,2023-07-07,T674,8,4.8,Newtown,Chemistry,69.6,SESS1511,Chemistry,2024-05-19,2.5,Online,189.83,5,Completed,4.0,Yes,0
S2196,16,High School,Bondi Junction,2022-12-31,T512,6,4.0,North Sydney,Math,64.26,SESS1512,Math,2023-07-27,1.5,Online,105.95,1,No-show,4.0,No,0
S1918,9,Primary,Strathfield,2022-10-03,T268,6,5.0,Chatswood,English,46.26,SESS1513,English,2023-04-07,3.0,In-person,134.22,4,Completed,5.0,Yes,5
S2307,28,Adult Learner,Baulkham Hills,2024-07-01,T419,5,4.4,Cronulla,Physics,55.83,SESS1514,Physics,2024-08-28,2.5,In-person,127.59,13,Completed,4.0,Yes,0
S1408,24,University,Redfern,2023-08-11,T466,7,4.2,Ultimo,English,56.18,SESS1515,English,2024-04-18,1.5,Online,81.3,8,Completed,3.0,Yes,0
S2409,21,University,Paddington,2025-05-04,T405,4,4.3,Baulkham Hills,Business,66.85,SESS1516,Business,2025-05-24,1.0,Online,64.26,8,Completed,5.0,Yes,0
S1722,36,Adult Learner,North Sydney,2025-03-06,T378,10,4.3,Strathfield,Math,66.25,SESS1517,Math,2025-06-09,2.5,In-person,156.88,5,Completed,5.0,Yes,0
S1669,26,Adult Learner,Granville,2023-02-20,T417,8,4.7,Fairfield,Coding,75.92,SESS1518,Coding,2023-04-13,2.5,In-person,161.76,8,Completed,,Yes,0
S1571,37,Adult Learner,Blacktown,2023-01-29,T590,3,4.0,Fairfield,Physics,51.11,SESS1519,Physics,2023-11-29,2.0,Online,102.84,12,Completed,4.0,No,0
S1429,14,High School,Dee Why,2025-01-15,T605,2,3.8,Paddington,Math,40.42,SESS1520,Math,2025-05-30,2.0,Online,85.37,14,Completed,3.0,No,0
S2412,13,High School,Parramatta,2023-06-20,T237,3,4.1,Ultimo,English,42.69,SESS1521,English,2024-04-11,2.0,Online,87.33,0,Completed,1.0,No,0
S1194,40,Adult Learner,Dee Why,2023-01-15,T287,8,5.0,Rose Bay,Chemistry,60.75,SESS1522,Chemistry,2023-12-15,1.5,In-person,86.69,4,Completed,4.0,Yes,0
S2193,34,Adult Learner,Chatswood,2023-12-13,T579,2,4.4,Lane Cove,Coding,54.27,SESS1523,Coding,2024-11-03,2.0,Online,102.47,11,Completed,5.0,Yes,0
S2725,17,High School,Sydney CBD,2023-03-22,T252,2,4.9,Wollstonecraft,Chemistry,55.78,SESS1524,Chemistry,2023-06-01,2.0,Online,101.47,4,Completed,,No,0
S1946,27,Adult Learner,Castle Hill,2024-09-14,T214,6,4.2,Baulkham Hills,English,44.72,SESS1525,English,2024-11-04,1.5,Online,67.9,12,Completed,4.0,Yes,0
S2071,39,Adult Learner,Sydney CBD,2022-11-14,T600,7,4.9,Hurstville,Coding,76.04,SESS1526,Coding,2023-03-02,3.0,Online,212.43,8,Completed,4.0,No,0
S2248,59,Adult Learner,North Sydney,2023-01-12,T703,13,4.7,Newtown,Business,92.85,SESS1527,Business,2023-01-24,1.5,Online,148.99,11,Completed,4.0,No,0
S2706,34,Adult Learner,Manly,2024-10-15,T307,5,4.3,Chatswood,Physics,51.31,SESS1528,Physics,2025-05-20,1.0,In-person,51.36,9,Completed,5.0,Yes,0
S2524,40,Adult Learner,Castle Hill,2024-07-06,T716,3,4.5,Bondi Junction,Business,65.26,SESS1529,Business,2024-10-14,0.5,Online,31.15,2,Completed,,No,5
S1021,60,Adult Learner,Campbelltown,2022-11-06,T454,3,3.8,Paddington,Business,56.89,SESS1530,Business,2023-10-03,1.5,Online,79.84,13,Completed,,No,0
S2175,50,Adult Learner,Campbelltown,2023-08-18,T260,2,5.0,Hornsby,Coding,59.42,SESS1531,Coding,2023-09-09,2.5,Online,149.49,4,Completed,3.0,Yes,0
S1820,27,Adult Learner,Maroubra,2025-01-21,T271,8,5.0,Baulkham Hills,Physics,70.32,SESS1532,Physics,2025-04-03,2.0,In-person,142.79,14,Completed,4.0,Yes,0
S2163,19,University,Strathfield,2024-02-09,T451,1,5.0,Darlinghurst,Math,38.2,SESS1533,Math,2024-11-14,0.5,In-person,19.73,5,No-show,5.0,No,0
S2296,34,Adult Learner,Wollstonecraft,2024-10-08,T498,3,4.8,Bondi,Chemistry,59.82,SESS1534,Chemistry,2025-02-08,2.0,Online,129.98,9,Completed,,Yes,0
S1777,21,University,Auburn,2023-01-14,T497,3,3.7,Double Bay,Coding,63.47,SESS1535,Coding,2023-10-02,3.0,Online,192.4,14,Completed,4.0,No,0
S2115,55,Adult Learner,Marrickville,2024-05-28,T631,3,3.3,Leichhardt,Math,48.35,SESS1536,Math,2024-08-27,1.0,In-person,53.12,8,Completed,4.0,No,30
S1156,12,Primary,Leichhardt,2023-09-05,T235,6,4.6,Mosman,English,48.99,SESS1537,English,2024-02-24,1.5,Online,76.91,8,Cancelled,4.0,Yes,0
S2997,13,High School,Parramatta,2023-01-26,T582,4,3.9,Rose Bay,Physics,56.76,SESS1538,Physics,2023-10-05,0.5,In-person,28.83,3,Completed,,No,0
S1275,12,Primary,Penrith,2022-11-28,T721,4,4.5,Surry Hills,Chemistry,60.2,SESS1539,Chemistry,2023-08-26,2.0,In-person,125.42,12,Completed,5.0,No,0
S2177,32,Adult Learner,Kogarah,2022-03-22,T245,5,3.6,Surry Hills,Coding,68.27,SESS1540,Coding,2023-01-08,3.0,In-person,205.26,2,Completed,2.0,No,0
S2567,26,Adult Learner,Castle Hill,2023-11-13,T476,9,4.4,North Sydney,Math,59.91,SESS1541,Math,2024-04-30,3.0,Online,192.0,8,Completed,3.0,No,10
S1043,57,Adult Learner,North Sydney,2024-10-08,T635,6,4.2,St Leonards,Business,66.08,SESS1542,Business,2025-02-24,0.5,Online,31.76,12,Completed,5.0,Yes,0
S2038,19,University,North Sydney,2025-07-23,T705,3,4.6,Wollstonecraft,Coding,56.62,SESS1543,Coding,2025-11-14,1.5,In-person,89.94,11,Completed,5.0,No,0
S1193,51,Adult Learner,Parramatta,2024-09-07,T438,5,4.2,Parramatta,Chemistry,62.0,SESS1544,Chemistry,2024-12-15,0.5,In-person,34.55,8,Cancelled,2.0,No,5
S1272,22,University,Hornsby,2023-08-17,T557,7,3.8,Sydney CBD,Business,68.9,SESS1545,Business,2023-12-15,0.5,In-person,34.02,14,Completed,,No,0
S1945,6,Primary,Penrith,2024-10-21,T337,3,4.3,Newtown,Math,40.33,SESS1546,Math,2025-10-10,0.5,Online,21.2,9,Cancelled,2.0,Yes,10
S2720,47,Adult Learner,Blacktown,2024-08-05,T764,6,4.1,Darlinghurst,Physics,56.15,SESS1547,Physics,2024-09-25,2.5,Online,141.8,10,Cancelled,,Yes,0
S2202,36,Adult Learner,Sydney CBD,2024-12-29,T771,0,4.3,Dee Why,Business,47.89,SESS1548,Business,2025-04-13,2.5,Online,122.49,2,Completed,,Yes,5
S1593,22,University,Paddington,2023-05-19,T214,2,4.1,Mosman,Coding,65.47,SESS1549,Coding,2023-12-20,1.0,In-person,62.94,1,Completed,4.0,Yes,15
S1203,19,University,Parramatta,2024-07-16,T590,0,4.6,Parramatta,English,43.82,SESS1550,English,2025-07-07,2.0,In-person,99.88,10,Completed,4.0,Yes,20
S2596,31,Adult Learner,Darlinghurst,2024-09-29,T442,7,3.4,Leichhardt,Coding,81.51,SESS1551,Coding,2025-01-08,0.5,In-person,42.34,6,No-show,4.0,No,15
S2238,7,Primary,Blacktown,2023-01-12,T520,8,4.2,Granville,Math,53.71,SESS1552,Math,2023-01-26,1.5,Online,82.48,12,Completed,3.0,Yes,0
S2340,16,High School,Chatswood,2022-07-08,T662,8,3.8,Randwick,Math,50.75,SESS1553,Math,2023-03-26,2.0,Online,96.88,7,Cancelled,5.0,No,0
S1245,57,Adult Learner,Paddington,2023-12-30,T225,3,3.6,Kogarah,Business,57.97,SESS1554,Business,2024-07-26,3.0,Online,173.63,12,Completed,3.0,No,0
S1970,35,Adult Learner,Penrith,2023-11-03,T206,1,5.0,Mascot,Physics,47.7,SESS1555,Physics,2024-04-06,1.0,Online,46.93,4,Cancelled,4.0,Yes,0
S2326,6,Primary,Sydney CBD,2024-05-24,T606,3,4.6,Hurstville,Math,50.74,SESS1556,Math,2024-07-06,2.5,In-person,124.91,2,No-show,3.0,No,10
S2519,57,Adult Learner,Redfern,2023-03-22,T656,8,4.3,Hurstville,Physics,74.65,SESS1557,Physics,2024-03-02,0.5,In-person,33.13,2,Completed,4.0,Yes,5
S1837,47,Adult Learner,Manly,2023-05-16,T280,10,4.1,Cronulla,Coding,78.87,SESS1558,Coding,2023-10-02,0.5,Online,40.02,5,Cancelled,3.0,Yes,0
S1216,42,Adult Learner,Wollstonecraft,2023-04-09,T308,4,4.1,Kogarah,Business,59.86,SESS1559,Business,2023-07-06,2.5,In-person,158.84,12,Completed,4.0,No,0
S1522,41,Adult Learner,Surry Hills,2023-07-20,T690,5,4.7,Castle Hill,Coding,68.68,SESS1560,Coding,2024-03-14,1.0,In-person,66.02,6,No-show,3.0,Yes,15
S1048,53,Adult Learner,Randwick,2022-10-24,T723,5,3.8,Rose Bay,Chemistry,57.5,SESS1561,Chemistry,2023-08-13,0.5,Online,28.01,0,Completed,5.0,No,0
S1895,8,Primary,Parramatta,2023-07-30,T507,0,4.2,Paddington,Chemistry,58.63,SESS1562,Chemistry,2024-02-17,2.5,Online,147.47,9,No-show,5.0,No,0
S1570,23,University,Kogarah,2025-08-09,T753,5,4.0,Newtown,Chemistry,48.79,SESS1563,Chemistry,2025-10-29,0.5,In-person,24.65,1,Completed,3.0,No,0
S1884,15,High School,Fairfield,2023-06-06,T391,2,4.1,Parramatta,Math,52.72,SESS1564,Math,2024-02-13,1.0,Online,59.06,10,Cancelled,,Yes,0
S2799,54,Adult Learner,Randwick,2025-05-19,T413,5,4.1,Chatswood,Math,44.11,SESS1565,Math,2025-11-28,2.5,Online,112.86,3,Completed,5.0,No,0
S2253,6,Primary,Campbelltown,2023-05-02,T204,4,3.1,Paddington,Chemistry,61.35,SESS1566,Chemistry,2023-07-04,2.5,Online,160.93,4,Completed,2.0,No,30
S1787,54,Adult Learner,Castle Hill,2025-06-27,T781,5,4.5,Ryde,Coding,69.63,SESS1567,Coding,2025-10-09,1.0,In-person,66.88,14,Completed,5.0,No,0
S2515,30,Adult Learner,Parramatta,2024-09-16,T245,3,3.6,Campbelltown,English,30.75,SESS1568,English,2025-05-20,0.5,In-person,16.34,4,Completed,,No,20
S2401,21,University,Newtown,2025-05-19,T424,6,4.3,Randwick,Coding,69.8,SESS1569,Coding,2025-07-01,1.0,In-person,67.95,14,Completed,3.0,Yes,0
S2421,27,Adult Learner,Kogarah,2023-10-25,T465,3,3.2,Paddington,Business,57.32,SESS1570,Business,2023-11-04,1.5,Online,84.64,3,Completed,5.0,No,0
S1743,26,Adult Learner,Baulkham Hills,2025-01-19,T408,4,4.7,Newtown,Physics,64.75,SESS1571,Physics,2025-07-03,0.5,In-person,34.09,6,Cancelled,4.0,Yes,0
S2767,33,Adult Learner,Newtown,2023-05-26,T614,5,3.8,Chatswood,Math,53.7,SESS1572,Math,2023-10-10,2.5,Online,145.53,14,Completed,,No,30
S2410,15,High School,Maroubra,2024-08-13,T719,6,5.0,Maroubra,Math,44.37,SESS1573,Math,2024-08-14,2.0,Online,83.62,2,No-show,5.0,Yes,0
S2017,50,Adult Learner,Hurstville,2023-07-03,T468,5,5.0,Penrith,Physics,59.92,SESS1574,Physics,2024-01-30,1.5,Online,85.98,4,Completed,4.0,Yes,0
S1603,16,High School,Leichhardt,2024-09-16,T289,0,3.7,St Leonards,Business,59.86,SESS1575,Business,2024-11-10,2.5,In-person,156.18,8,Completed,4.0,No,5
S1708,7,Primary,Ryde,2022-09-09,T778,0,4.1,Ashfield,Math,33.88,SESS1576,Math,2023-05-05,0.5,Online,17.94,9,Completed,,Yes,0
S2150,39,Adult Learner,Sydney CBD,2023-09-14,T448,3,3.8,Bondi,Math,46.15,SESS1577,Math,2023-12-26,3.0,In-person,134.02,14,Completed,5.0,No,0
S1140,11,Primary,Sydney CBD,2025-01-30,T559,2,3.6,Maroubra,Business,48.24,SESS1578,Business,2025-02-05,2.5,In-person,120.41,7,Completed,3.0,No,0
S1639,52,Adult Learner,Parramatta,2024-11-16,T590,0,4.9,Cronulla,Chemistry,53.34,SESS1579,Chemistry,2025-06-19,1.0,Online,53.26,3,Cancelled,5.0,No,20
S1681,6,Primary,Bankstown,2024-01-17,T442,6,3.9,Kingsford,Business,61.8,SESS1580,Business,2024-09-25,3.0,In-person,192.98,13,Completed,4.0,No,0
S1170,32,Adult Learner,Campbelltown,2023-01-24,T702,5,3.9,Epping,Business,68.04,SESS1581,Business,2023-09-16,0.5,In-person,32.73,10,No-show,4.0,No,0
S2735,51,Adult Learner,St Leonards,2023-09-03,T628,9,4.0,North Sydney,Business,65.14,SESS1582,Business,2023-11-09,2.0,In-person,123.42,4,No-show,5.0,No,0
S2810,60,Adult Learner,North Sydney,2023-12-24,T618,5,4.2,Castle Hill,Business,62.45,SESS1583,Business,2024-08-23,1.5,In-person,95.95,7,Cancelled,3.0,Yes,0
S1030,32,Adult Learner,Double Bay,2025-01-05,T237,5,3.9,Randwick,Coding,65.51,SESS1584,Coding,2025-10-22,1.5,In-person,95.13,7,No-show,4.0,No,10
S2662,25,University,Blacktown,2023-09-13,T414,4,4.4,Leichhardt,Business,44.56,SESS1585,Business,2023-11-09,2.0,In-person,85.52,2,Completed,4.0,Yes,25
S1335,22,University,Lane Cove,2024-02-26,T565,9,3.8,Hurstville,Math,58.81,SESS1586,Math,2024-07-20,2.0,In-person,126.41,10,Cancelled,3.0,No,25
S2585,40,Adult Learner,North Sydney,2022-01-28,T400,6,3.9,Baulkham Hills,Math,49.48,SESS1587,Math,2023-01-06,1.0,In-person,47.49,6,Completed,3.0,No,0
S2024,57,Adult Learner,Burwood,2024-08-07,T714,13,4.7,Burwood,Chemistry,81.51,SESS1588,Chemistry,2025-05-09,1.5,Online,125.27,0,No-show,2.0,No,30
S2672,8,Primary,Burwood,2024-06-19,T303,6,4.8,Epping,Coding,67.73,SESS1589,Coding,2024-09-28,1.5,Online,106.5,10,Completed,,No,0
S2450,9,Primary,Epping,2025-08-02,T611,7,5.0,Baulkham Hills,English,46.91,SESS1590,English,2025-10-14,1.0,Online,44.34,1,Completed,4.0,Yes,0
S1334,50,Adult Learner,Bondi,2023-03-01,T263,9,3.4,Ultimo,Physics,57.66,SESS1591,Physics,2023-04-12,2.5,In-person,144.79,1,Cancelled,,No,10
S2665,21,University,Sydney CBD,2024-09-13,T319,3,4.3,Mosman,Chemistry,60.73,SESS1592,Chemistry,2025-08-13,0.5,In-person,29.53,8,Completed,2.0,Yes,0
